id	permissions	creation_id	group_id	owner_id	update_id	image	plateacquisition	well	well_index
3066778	-56	69547266	3	2	69547266	3264129	4603	1318598	4
3066777	-56	69547266	3	2	69547266	3264128	4603	1318598	3
3066776	-56	69547266	3	2	69547266	3264127	4603	1318598	2
3066775	-56	69547266	3	2	69547266	3264126	4603	1318598	1
3066774	-56	69547266	3	2	69547266	3264125	4603	1318598	0
3066647	-56	69547266	3	2	69547266	3263998	4603	1318583	8
3066646	-56	69547266	3	2	69547266	3263997	4603	1318583	7
3066645	-56	69547266	3	2	69547266	3263996	4603	1318583	6
3066644	-56	69547266	3	2	69547266	3263995	4603	1318583	5
3066643	-56	69547266	3	2	69547266	3263994	4603	1318583	4
3066642	-56	69547266	3	2	69547266	3263993	4603	1318583	3
3066641	-56	69547266	3	2	69547266	3263992	4603	1318583	2
3066640	-56	69547266	3	2	69547266	3263991	4603	1318583	1
3066639	-56	69547266	3	2	69547266	3263990	4603	1318583	0
3066953	-56	69547266	3	2	69547266	3264304	4603	1318617	8
3066952	-56	69547266	3	2	69547266	3264303	4603	1318617	7
3066951	-56	69547266	3	2	69547266	3264302	4603	1318617	6
3066950	-56	69547266	3	2	69547266	3264301	4603	1318617	5
3066949	-56	69547266	3	2	69547266	3264300	4603	1318617	4
3066948	-56	69547266	3	2	69547266	3264299	4603	1318617	3
3066947	-56	69547266	3	2	69547266	3264298	4603	1318617	2
3066946	-56	69547266	3	2	69547266	3264297	4603	1318617	1
3066945	-56	69547266	3	2	69547266	3264296	4603	1318617	0
3066656	-56	69547266	3	2	69547266	3264007	4603	1318584	8
3066655	-56	69547266	3	2	69547266	3264006	4603	1318584	7
3066654	-56	69547266	3	2	69547266	3264005	4603	1318584	6
3066653	-56	69547266	3	2	69547266	3264004	4603	1318584	5
3066652	-56	69547266	3	2	69547266	3264003	4603	1318584	4
3066651	-56	69547266	3	2	69547266	3264002	4603	1318584	3
3066650	-56	69547266	3	2	69547266	3264001	4603	1318584	2
3066649	-56	69547266	3	2	69547266	3264000	4603	1318584	1
3066648	-56	69547266	3	2	69547266	3263999	4603	1318584	0
3066620	-56	69547266	3	2	69547266	3263971	4603	1318580	8
3066619	-56	69547266	3	2	69547266	3263970	4603	1318580	7
3066618	-56	69547266	3	2	69547266	3263969	4603	1318580	6
3066617	-56	69547266	3	2	69547266	3263968	4603	1318580	5
3066616	-56	69547266	3	2	69547266	3263967	4603	1318580	4
3066615	-56	69547266	3	2	69547266	3263966	4603	1318580	3
3066614	-56	69547266	3	2	69547266	3263965	4603	1318580	2
3066613	-56	69547266	3	2	69547266	3263964	4603	1318580	1
3066612	-56	69547266	3	2	69547266	3263963	4603	1318580	0
3066935	-56	69547266	3	2	69547266	3264286	4603	1318615	8
3066934	-56	69547266	3	2	69547266	3264285	4603	1318615	7
3066933	-56	69547266	3	2	69547266	3264284	4603	1318615	6
3066932	-56	69547266	3	2	69547266	3264283	4603	1318615	5
3066931	-56	69547266	3	2	69547266	3264282	4603	1318615	4
3066930	-56	69547266	3	2	69547266	3264281	4603	1318615	3
3066929	-56	69547266	3	2	69547266	3264280	4603	1318615	2
3066928	-56	69547266	3	2	69547266	3264279	4603	1318615	1
3066927	-56	69547266	3	2	69547266	3264278	4603	1318615	0
3066836	-56	69547266	3	2	69547266	3264187	4603	1318604	8
3066835	-56	69547266	3	2	69547266	3264186	4603	1318604	7
3066834	-56	69547266	3	2	69547266	3264185	4603	1318604	6
3066833	-56	69547266	3	2	69547266	3264184	4603	1318604	5
3066832	-56	69547266	3	2	69547266	3264183	4603	1318604	4
3066831	-56	69547266	3	2	69547266	3264182	4603	1318604	3
3066830	-56	69547266	3	2	69547266	3264181	4603	1318604	2
3066829	-56	69547266	3	2	69547266	3264180	4603	1318604	1
3066828	-56	69547266	3	2	69547266	3264179	4603	1318604	0
3066791	-56	69547266	3	2	69547266	3264142	4603	1318599	8
3066790	-56	69547266	3	2	69547266	3264141	4603	1318599	7
3066789	-56	69547266	3	2	69547266	3264140	4603	1318599	6
3066788	-56	69547266	3	2	69547266	3264139	4603	1318599	5
3066787	-56	69547266	3	2	69547266	3264138	4603	1318599	4
3066786	-56	69547266	3	2	69547266	3264137	4603	1318599	3
3066785	-56	69547266	3	2	69547266	3264136	4603	1318599	2
3066784	-56	69547266	3	2	69547266	3264135	4603	1318599	1
3066783	-56	69547266	3	2	69547266	3264134	4603	1318599	0
3066746	-56	69547266	3	2	69547266	3264097	4603	1318594	8
3066745	-56	69547266	3	2	69547266	3264096	4603	1318594	7
3066744	-56	69547266	3	2	69547266	3264095	4603	1318594	6
3066743	-56	69547266	3	2	69547266	3264094	4603	1318594	5
3066742	-56	69547266	3	2	69547266	3264093	4603	1318594	4
3066741	-56	69547266	3	2	69547266	3264092	4603	1318594	3
3066740	-56	69547266	3	2	69547266	3264091	4603	1318594	2
3066739	-56	69547266	3	2	69547266	3264090	4603	1318594	1
3066738	-56	69547266	3	2	69547266	3264089	4603	1318594	0
3066863	-56	69547266	3	2	69547266	3264214	4603	1318607	8
3066862	-56	69547266	3	2	69547266	3264213	4603	1318607	7
3066861	-56	69547266	3	2	69547266	3264212	4603	1318607	6
3066860	-56	69547266	3	2	69547266	3264211	4603	1318607	5
3066859	-56	69547266	3	2	69547266	3264210	4603	1318607	4
3066858	-56	69547266	3	2	69547266	3264209	4603	1318607	3
3066857	-56	69547266	3	2	69547266	3264208	4603	1318607	2
3066856	-56	69547266	3	2	69547266	3264207	4603	1318607	1
3066855	-56	69547266	3	2	69547266	3264206	4603	1318607	0
3066962	-56	69547266	3	2	69547266	3264313	4603	1318618	8
3066961	-56	69547266	3	2	69547266	3264312	4603	1318618	7
3066960	-56	69547266	3	2	69547266	3264311	4603	1318618	6
3066959	-56	69547266	3	2	69547266	3264310	4603	1318618	5
3066958	-56	69547266	3	2	69547266	3264309	4603	1318618	4
3066957	-56	69547266	3	2	69547266	3264308	4603	1318618	3
3066956	-56	69547266	3	2	69547266	3264307	4603	1318618	2
3066955	-56	69547266	3	2	69547266	3264306	4603	1318618	1
3066954	-56	69547266	3	2	69547266	3264305	4603	1318618	0
3067025	-56	69553562	3	2	69553562	3264376	4604	1318625	8
3067024	-56	69553562	3	2	69553562	3264375	4604	1318625	7
3067023	-56	69553562	3	2	69553562	3264374	4604	1318625	6
3067022	-56	69553562	3	2	69553562	3264373	4604	1318625	5
3067021	-56	69553562	3	2	69553562	3264372	4604	1318625	4
3067020	-56	69553562	3	2	69553562	3264371	4604	1318625	3
3067019	-56	69553562	3	2	69553562	3264370	4604	1318625	2
3067018	-56	69553562	3	2	69553562	3264369	4604	1318625	1
3067017	-56	69553562	3	2	69553562	3264368	4604	1318625	0
3067303	-56	69553562	3	2	69553562	3264654	4604	1318656	8
3067302	-56	69553562	3	2	69553562	3264653	4604	1318656	7
3067301	-56	69553562	3	2	69553562	3264652	4604	1318656	6
3067300	-56	69553562	3	2	69553562	3264651	4604	1318656	5
3067299	-56	69553562	3	2	69553562	3264650	4604	1318656	4
3067298	-56	69553562	3	2	69553562	3264649	4604	1318656	3
3067297	-56	69553562	3	2	69553562	3264648	4604	1318656	2
3067296	-56	69553562	3	2	69553562	3264647	4604	1318656	1
3067295	-56	69553562	3	2	69553562	3264646	4604	1318656	0
3067285	-56	69553562	3	2	69553562	3264636	4604	1318654	8
3067284	-56	69553562	3	2	69553562	3264635	4604	1318654	7
3067283	-56	69553562	3	2	69553562	3264634	4604	1318654	6
3067282	-56	69553562	3	2	69553562	3264633	4604	1318654	5
3067281	-56	69553562	3	2	69553562	3264632	4604	1318654	4
3067280	-56	69553562	3	2	69553562	3264631	4604	1318654	3
3067279	-56	69553562	3	2	69553562	3264630	4604	1318654	2
3067278	-56	69553562	3	2	69553562	3264629	4604	1318654	1
3067277	-56	69553562	3	2	69553562	3264628	4604	1318654	0
3067213	-56	69553562	3	2	69553562	3264564	4604	1318646	8
3067212	-56	69553562	3	2	69553562	3264563	4604	1318646	7
3067211	-56	69553562	3	2	69553562	3264562	4604	1318646	6
3067210	-56	69553562	3	2	69553562	3264561	4604	1318646	5
3067209	-56	69553562	3	2	69553562	3264560	4604	1318646	4
3067208	-56	69553562	3	2	69553562	3264559	4604	1318646	3
3067207	-56	69553562	3	2	69553562	3264558	4604	1318646	2
3067206	-56	69553562	3	2	69553562	3264557	4604	1318646	1
3067205	-56	69553562	3	2	69553562	3264556	4604	1318646	0
3067159	-56	69553562	3	2	69553562	3264510	4604	1318640	8
3067158	-56	69553562	3	2	69553562	3264509	4604	1318640	7
3067157	-56	69553562	3	2	69553562	3264508	4604	1318640	6
3067156	-56	69553562	3	2	69553562	3264507	4604	1318640	5
3067155	-56	69553562	3	2	69553562	3264506	4604	1318640	4
3067154	-56	69553562	3	2	69553562	3264505	4604	1318640	3
3067153	-56	69553562	3	2	69553562	3264504	4604	1318640	2
3067152	-56	69553562	3	2	69553562	3264503	4604	1318640	1
3067151	-56	69553562	3	2	69553562	3264502	4604	1318640	0
3067321	-56	69553562	3	2	69553562	3264672	4604	1318658	8
3067320	-56	69553562	3	2	69553562	3264671	4604	1318658	7
3067319	-56	69553562	3	2	69553562	3264670	4604	1318658	6
3067318	-56	69553562	3	2	69553562	3264669	4604	1318658	5
3067317	-56	69553562	3	2	69553562	3264668	4604	1318658	4
3067316	-56	69553562	3	2	69553562	3264667	4604	1318658	3
3067315	-56	69553562	3	2	69553562	3264666	4604	1318658	2
3067314	-56	69553562	3	2	69553562	3264665	4604	1318658	1
3067313	-56	69553562	3	2	69553562	3264664	4604	1318658	0
3067339	-56	69553562	3	2	69553562	3264690	4604	1318660	8
3067338	-56	69553562	3	2	69553562	3264689	4604	1318660	7
3067337	-56	69553562	3	2	69553562	3264688	4604	1318660	6
3067336	-56	69553562	3	2	69553562	3264687	4604	1318660	5
3067335	-56	69553562	3	2	69553562	3264686	4604	1318660	4
3067334	-56	69553562	3	2	69553562	3264685	4604	1318660	3
3067333	-56	69553562	3	2	69553562	3264684	4604	1318660	2
3067332	-56	69553562	3	2	69553562	3264683	4604	1318660	1
3067331	-56	69553562	3	2	69553562	3264682	4604	1318660	0
3067114	-56	69553562	3	2	69553562	3264465	4604	1318635	8
3067113	-56	69553562	3	2	69553562	3264464	4604	1318635	7
3067112	-56	69553562	3	2	69553562	3264463	4604	1318635	6
3067111	-56	69553562	3	2	69553562	3264462	4604	1318635	5
3067110	-56	69553562	3	2	69553562	3264461	4604	1318635	4
3067109	-56	69553562	3	2	69553562	3264460	4604	1318635	3
3067108	-56	69553562	3	2	69553562	3264459	4604	1318635	2
3067107	-56	69553562	3	2	69553562	3264458	4604	1318635	1
3067106	-56	69553562	3	2	69553562	3264457	4604	1318635	0
3067096	-56	69553562	3	2	69553562	3264447	4604	1318633	8
3067095	-56	69553562	3	2	69553562	3264446	4604	1318633	7
3067094	-56	69553562	3	2	69553562	3264445	4604	1318633	6
3067093	-56	69553562	3	2	69553562	3264444	4604	1318633	5
3067092	-56	69553562	3	2	69553562	3264443	4604	1318633	4
3067091	-56	69553562	3	2	69553562	3264442	4604	1318633	3
3067090	-56	69553562	3	2	69553562	3264441	4604	1318633	2
3067089	-56	69553562	3	2	69553562	3264440	4604	1318633	1
3067088	-56	69553562	3	2	69553562	3264439	4604	1318633	0
3067034	-56	69553562	3	2	69553562	3264385	4604	1318626	8
3067033	-56	69553562	3	2	69553562	3264384	4604	1318626	7
3067032	-56	69553562	3	2	69553562	3264383	4604	1318626	6
3067031	-56	69553562	3	2	69553562	3264382	4604	1318626	5
3067030	-56	69553562	3	2	69553562	3264381	4604	1318626	4
3067029	-56	69553562	3	2	69553562	3264380	4604	1318626	3
3067028	-56	69553562	3	2	69553562	3264379	4604	1318626	2
3067027	-56	69553562	3	2	69553562	3264378	4604	1318626	1
3067026	-56	69553562	3	2	69553562	3264377	4604	1318626	0
3067474	-56	69553562	3	2	69553562	3264825	4604	1318675	8
3067473	-56	69553562	3	2	69553562	3264824	4604	1318675	7
3067472	-56	69553562	3	2	69553562	3264823	4604	1318675	6
3067471	-56	69553562	3	2	69553562	3264822	4604	1318675	5
3067470	-56	69553562	3	2	69553562	3264821	4604	1318675	4
3067469	-56	69553562	3	2	69553562	3264820	4604	1318675	3
3067468	-56	69553562	3	2	69553562	3264819	4604	1318675	2
3067467	-56	69553562	3	2	69553562	3264818	4604	1318675	1
3067466	-56	69553562	3	2	69553562	3264817	4604	1318675	0
3067465	-56	69553562	3	2	69553562	3264816	4604	1318674	8
3067464	-56	69553562	3	2	69553562	3264815	4604	1318674	7
3067463	-56	69553562	3	2	69553562	3264814	4604	1318674	6
3067462	-56	69553562	3	2	69553562	3264813	4604	1318674	5
3067461	-56	69553562	3	2	69553562	3264812	4604	1318674	4
3067460	-56	69553562	3	2	69553562	3264811	4604	1318674	3
3067459	-56	69553562	3	2	69553562	3264810	4604	1318674	2
3067458	-56	69553562	3	2	69553562	3264809	4604	1318674	1
3067457	-56	69553562	3	2	69553562	3264808	4604	1318674	0
3067007	-56	69553562	3	2	69553562	3264358	4604	1318623	8
3067006	-56	69553562	3	2	69553562	3264357	4604	1318623	7
3067005	-56	69553562	3	2	69553562	3264356	4604	1318623	6
3067004	-56	69553562	3	2	69553562	3264355	4604	1318623	5
3067003	-56	69553562	3	2	69553562	3264354	4604	1318623	4
3067002	-56	69553562	3	2	69553562	3264353	4604	1318623	3
3067001	-56	69553562	3	2	69553562	3264352	4604	1318623	2
3067000	-56	69553562	3	2	69553562	3264351	4604	1318623	1
3066999	-56	69553562	3	2	69553562	3264350	4604	1318623	0
3067393	-56	69553562	3	2	69553562	3264744	4604	1318666	8
3067392	-56	69553562	3	2	69553562	3264743	4604	1318666	7
3067391	-56	69553562	3	2	69553562	3264742	4604	1318666	6
3067390	-56	69553562	3	2	69553562	3264741	4604	1318666	5
3067389	-56	69553562	3	2	69553562	3264740	4604	1318666	4
3067388	-56	69553562	3	2	69553562	3264739	4604	1318666	3
3067387	-56	69553562	3	2	69553562	3264738	4604	1318666	2
3067386	-56	69553562	3	2	69553562	3264737	4604	1318666	1
3067385	-56	69553562	3	2	69553562	3264736	4604	1318666	0
3067150	-56	69553562	3	2	69553562	3264501	4604	1318639	8
3067149	-56	69553562	3	2	69553562	3264500	4604	1318639	7
3067148	-56	69553562	3	2	69553562	3264499	4604	1318639	6
3067147	-56	69553562	3	2	69553562	3264498	4604	1318639	5
3067146	-56	69553562	3	2	69553562	3264497	4604	1318639	4
3067145	-56	69553562	3	2	69553562	3264496	4604	1318639	3
3067144	-56	69553562	3	2	69553562	3264495	4604	1318639	2
3067143	-56	69553562	3	2	69553562	3264494	4604	1318639	1
3067142	-56	69553562	3	2	69553562	3264493	4604	1318639	0
3067330	-56	69553562	3	2	69553562	3264681	4604	1318659	8
3067329	-56	69553562	3	2	69553562	3264680	4604	1318659	7
3067328	-56	69553562	3	2	69553562	3264679	4604	1318659	6
3067327	-56	69553562	3	2	69553562	3264678	4604	1318659	5
3067326	-56	69553562	3	2	69553562	3264677	4604	1318659	4
3067325	-56	69553562	3	2	69553562	3264676	4604	1318659	3
3067324	-56	69553562	3	2	69553562	3264675	4604	1318659	2
3067323	-56	69553562	3	2	69553562	3264674	4604	1318659	1
3067322	-56	69553562	3	2	69553562	3264673	4604	1318659	0
3067312	-56	69553562	3	2	69553562	3264663	4604	1318657	8
3067311	-56	69553562	3	2	69553562	3264662	4604	1318657	7
3067310	-56	69553562	3	2	69553562	3264661	4604	1318657	6
3067309	-56	69553562	3	2	69553562	3264660	4604	1318657	5
3067308	-56	69553562	3	2	69553562	3264659	4604	1318657	4
3067307	-56	69553562	3	2	69553562	3264658	4604	1318657	3
3067306	-56	69553562	3	2	69553562	3264657	4604	1318657	2
3067305	-56	69553562	3	2	69553562	3264656	4604	1318657	1
3067304	-56	69553562	3	2	69553562	3264655	4604	1318657	0
3067294	-56	69553562	3	2	69553562	3264645	4604	1318655	8
3067293	-56	69553562	3	2	69553562	3264644	4604	1318655	7
3067292	-56	69553562	3	2	69553562	3264643	4604	1318655	6
3067291	-56	69553562	3	2	69553562	3264642	4604	1318655	5
3067290	-56	69553562	3	2	69553562	3264641	4604	1318655	4
3067289	-56	69553562	3	2	69553562	3264640	4604	1318655	3
3067288	-56	69553562	3	2	69553562	3264639	4604	1318655	2
3067287	-56	69553562	3	2	69553562	3264638	4604	1318655	1
3067286	-56	69553562	3	2	69553562	3264637	4604	1318655	0
3067501	-56	69560255	3	2	69560255	3264852	4605	1318678	8
3067500	-56	69560255	3	2	69560255	3264851	4605	1318678	7
3067499	-56	69560255	3	2	69560255	3264850	4605	1318678	6
3067498	-56	69560255	3	2	69560255	3264849	4605	1318678	5
3067497	-56	69560255	3	2	69560255	3264848	4605	1318678	4
3067496	-56	69560255	3	2	69560255	3264847	4605	1318678	3
3067495	-56	69560255	3	2	69560255	3264846	4605	1318678	2
3067494	-56	69560255	3	2	69560255	3264845	4605	1318678	1
3068123	-56	69560255	3	2	69560255	3264826	4605	1318678	0
3067942	-56	69560255	3	2	69560255	3265293	4605	1318727	8
3067941	-56	69560255	3	2	69560255	3265292	4605	1318727	7
3067940	-56	69560255	3	2	69560255	3265291	4605	1318727	6
3067939	-56	69560255	3	2	69560255	3265290	4605	1318727	5
3067938	-56	69560255	3	2	69560255	3265289	4605	1318727	4
3067937	-56	69560255	3	2	69560255	3265288	4605	1318727	3
3067936	-56	69560255	3	2	69560255	3265287	4605	1318727	2
3067935	-56	69560255	3	2	69560255	3265286	4605	1318727	1
3067934	-56	69560255	3	2	69560255	3265285	4605	1318727	0
3067753	-56	69560255	3	2	69560255	3265104	4605	1318706	8
3067752	-56	69560255	3	2	69560255	3265103	4605	1318706	7
3067751	-56	69560255	3	2	69560255	3265102	4605	1318706	6
3067750	-56	69560255	3	2	69560255	3265101	4605	1318706	5
3067749	-56	69560255	3	2	69560255	3265100	4605	1318706	4
3067748	-56	69560255	3	2	69560255	3265099	4605	1318706	3
3067747	-56	69560255	3	2	69560255	3265098	4605	1318706	2
3067746	-56	69560255	3	2	69560255	3265097	4605	1318706	1
3067745	-56	69560255	3	2	69560255	3265096	4605	1318706	0
3067564	-56	69560255	3	2	69560255	3264915	4605	1318685	8
3067563	-56	69560255	3	2	69560255	3264914	4605	1318685	7
3067562	-56	69560255	3	2	69560255	3264913	4605	1318685	6
3067561	-56	69560255	3	2	69560255	3264912	4605	1318685	5
3067560	-56	69560255	3	2	69560255	3264911	4605	1318685	4
3067559	-56	69560255	3	2	69560255	3264910	4605	1318685	3
3067558	-56	69560255	3	2	69560255	3264909	4605	1318685	2
3067557	-56	69560255	3	2	69560255	3264908	4605	1318685	1
3067556	-56	69560255	3	2	69560255	3264907	4605	1318685	0
3067879	-56	69560255	3	2	69560255	3265230	4605	1318720	8
3067878	-56	69560255	3	2	69560255	3265229	4605	1318720	7
3067877	-56	69560255	3	2	69560255	3265228	4605	1318720	6
3067876	-56	69560255	3	2	69560255	3265227	4605	1318720	5
3067875	-56	69560255	3	2	69560255	3265226	4605	1318720	4
3067874	-56	69560255	3	2	69560255	3265225	4605	1318720	3
3067873	-56	69560255	3	2	69560255	3265224	4605	1318720	2
3067872	-56	69560255	3	2	69560255	3265223	4605	1318720	1
3067871	-56	69560255	3	2	69560255	3265222	4605	1318720	0
3067869	-56	69560255	3	2	69560255	3265220	4605	1318719	7
3067868	-56	69560255	3	2	69560255	3265219	4605	1318719	6
3067867	-56	69560255	3	2	69560255	3265218	4605	1318719	5
3067866	-56	69560255	3	2	69560255	3265217	4605	1318719	4
3067865	-56	69560255	3	2	69560255	3265216	4605	1318719	3
3067864	-56	69560255	3	2	69560255	3265215	4605	1318719	2
3067863	-56	69560255	3	2	69560255	3265214	4605	1318719	1
3067862	-56	69560255	3	2	69560255	3265213	4605	1318719	0
3067870	-56	69560255	3	2	69560255	3265221	4605	1318719	8
3068113	-56	69560255	3	2	69560255	3265464	4605	1318746	8
3068112	-56	69560255	3	2	69560255	3265463	4605	1318746	7
3068111	-56	69560255	3	2	69560255	3265462	4605	1318746	6
3068110	-56	69560255	3	2	69560255	3265461	4605	1318746	5
3068109	-56	69560255	3	2	69560255	3265460	4605	1318746	4
3068108	-56	69560255	3	2	69560255	3265459	4605	1318746	3
3068107	-56	69560255	3	2	69560255	3265458	4605	1318746	2
3068106	-56	69560255	3	2	69560255	3265457	4605	1318746	1
3068105	-56	69560255	3	2	69560255	3265456	4605	1318746	0
3067717	-56	69560255	3	2	69560255	3265068	4605	1318702	8
3067716	-56	69560255	3	2	69560255	3265067	4605	1318702	7
3067715	-56	69560255	3	2	69560255	3265066	4605	1318702	6
3067714	-56	69560255	3	2	69560255	3265065	4605	1318702	5
3067713	-56	69560255	3	2	69560255	3265064	4605	1318702	4
3067712	-56	69560255	3	2	69560255	3265063	4605	1318702	3
3067711	-56	69560255	3	2	69560255	3265062	4605	1318702	2
3067710	-56	69560255	3	2	69560255	3265061	4605	1318702	1
3067709	-56	69560255	3	2	69560255	3265060	4605	1318702	0
3067627	-56	69560255	3	2	69560255	3264978	4605	1318692	8
3067626	-56	69560255	3	2	69560255	3264977	4605	1318692	7
3067625	-56	69560255	3	2	69560255	3264976	4605	1318692	6
3067624	-56	69560255	3	2	69560255	3264975	4605	1318692	5
3067623	-56	69560255	3	2	69560255	3264974	4605	1318692	4
3067622	-56	69560255	3	2	69560255	3264973	4605	1318692	3
3067621	-56	69560255	3	2	69560255	3264972	4605	1318692	2
3067620	-56	69560255	3	2	69560255	3264971	4605	1318692	1
3067619	-56	69560255	3	2	69560255	3264970	4605	1318692	0
3067906	-56	69560255	3	2	69560255	3265257	4605	1318723	8
3067905	-56	69560255	3	2	69560255	3265256	4605	1318723	7
3067904	-56	69560255	3	2	69560255	3265255	4605	1318723	6
3067903	-56	69560255	3	2	69560255	3265254	4605	1318723	5
3067902	-56	69560255	3	2	69560255	3265253	4605	1318723	4
3067901	-56	69560255	3	2	69560255	3265252	4605	1318723	3
3067900	-56	69560255	3	2	69560255	3265251	4605	1318723	2
3067899	-56	69560255	3	2	69560255	3265250	4605	1318723	1
3067898	-56	69560255	3	2	69560255	3265249	4605	1318723	0
3068050	-56	69560255	3	2	69560255	3265401	4605	1318739	8
3068049	-56	69560255	3	2	69560255	3265400	4605	1318739	7
3068048	-56	69560255	3	2	69560255	3265399	4605	1318739	6
3068047	-56	69560255	3	2	69560255	3265398	4605	1318739	5
3068046	-56	69560255	3	2	69560255	3265397	4605	1318739	4
3068045	-56	69560255	3	2	69560255	3265396	4605	1318739	3
3068044	-56	69560255	3	2	69560255	3265395	4605	1318739	2
3068043	-56	69560255	3	2	69560255	3265394	4605	1318739	1
3068042	-56	69560255	3	2	69560255	3265393	4605	1318739	0
3067663	-56	69560255	3	2	69560255	3265014	4605	1318696	8
3067662	-56	69560255	3	2	69560255	3265013	4605	1318696	7
3067661	-56	69560255	3	2	69560255	3265012	4605	1318696	6
3067660	-56	69560255	3	2	69560255	3265011	4605	1318696	5
3067659	-56	69560255	3	2	69560255	3265010	4605	1318696	4
3067658	-56	69560255	3	2	69560255	3265009	4605	1318696	3
3067657	-56	69560255	3	2	69560255	3265008	4605	1318696	2
3067656	-56	69560255	3	2	69560255	3265007	4605	1318696	1
3067655	-56	69560255	3	2	69560255	3265006	4605	1318696	0
3067672	-56	69560255	3	2	69560255	3265023	4605	1318697	8
3067671	-56	69560255	3	2	69560255	3265022	4605	1318697	7
3067670	-56	69560255	3	2	69560255	3265021	4605	1318697	6
3067669	-56	69560255	3	2	69560255	3265020	4605	1318697	5
3067668	-56	69560255	3	2	69560255	3265019	4605	1318697	4
3067667	-56	69560255	3	2	69560255	3265018	4605	1318697	3
3067666	-56	69560255	3	2	69560255	3265017	4605	1318697	2
3067665	-56	69560255	3	2	69560255	3265016	4605	1318697	1
3067664	-56	69560255	3	2	69560255	3265015	4605	1318697	0
3067888	-56	69560255	3	2	69560255	3265239	4605	1318721	8
3067887	-56	69560255	3	2	69560255	3265238	4605	1318721	7
3067886	-56	69560255	3	2	69560255	3265237	4605	1318721	6
3067885	-56	69560255	3	2	69560255	3265236	4605	1318721	5
3067884	-56	69560255	3	2	69560255	3265235	4605	1318721	4
3067883	-56	69560255	3	2	69560255	3265234	4605	1318721	3
3067882	-56	69560255	3	2	69560255	3265233	4605	1318721	2
3067881	-56	69560255	3	2	69560255	3265232	4605	1318721	1
3067880	-56	69560255	3	2	69560255	3265231	4605	1318721	0
3067789	-56	69560255	3	2	69560255	3265140	4605	1318710	8
3067788	-56	69560255	3	2	69560255	3265139	4605	1318710	7
3067787	-56	69560255	3	2	69560255	3265138	4605	1318710	6
3067786	-56	69560255	3	2	69560255	3265137	4605	1318710	5
3067785	-56	69560255	3	2	69560255	3265136	4605	1318710	4
3067784	-56	69560255	3	2	69560255	3265135	4605	1318710	3
3067783	-56	69560255	3	2	69560255	3265134	4605	1318710	2
3067782	-56	69560255	3	2	69560255	3265133	4605	1318710	1
3067781	-56	69560255	3	2	69560255	3265132	4605	1318710	0
3067969	-56	69560255	3	2	69560255	3265320	4605	1318730	8
3067968	-56	69560255	3	2	69560255	3265319	4605	1318730	7
3067967	-56	69560255	3	2	69560255	3265318	4605	1318730	6
3067966	-56	69560255	3	2	69560255	3265317	4605	1318730	5
3067965	-56	69560255	3	2	69560255	3265316	4605	1318730	4
3067964	-56	69560255	3	2	69560255	3265315	4605	1318730	3
3067963	-56	69560255	3	2	69560255	3265314	4605	1318730	2
3067962	-56	69560255	3	2	69560255	3265313	4605	1318730	1
3067961	-56	69560255	3	2	69560255	3265312	4605	1318730	0
3067681	-56	69560255	3	2	69560255	3265032	4605	1318698	8
3067680	-56	69560255	3	2	69560255	3265031	4605	1318698	7
3067679	-56	69560255	3	2	69560255	3265030	4605	1318698	6
3067678	-56	69560255	3	2	69560255	3265029	4605	1318698	5
3067677	-56	69560255	3	2	69560255	3265028	4605	1318698	4
3067676	-56	69560255	3	2	69560255	3265027	4605	1318698	3
3067675	-56	69560255	3	2	69560255	3265026	4605	1318698	2
3067674	-56	69560255	3	2	69560255	3265025	4605	1318698	1
3067673	-56	69560255	3	2	69560255	3265024	4605	1318698	0
3067600	-56	69560255	3	2	69560255	3264951	4605	1318689	8
3067599	-56	69560255	3	2	69560255	3264950	4605	1318689	7
3067598	-56	69560255	3	2	69560255	3264949	4605	1318689	6
3067597	-56	69560255	3	2	69560255	3264948	4605	1318689	5
3067596	-56	69560255	3	2	69560255	3264947	4605	1318689	4
3067595	-56	69560255	3	2	69560255	3264946	4605	1318689	3
3067594	-56	69560255	3	2	69560255	3264945	4605	1318689	2
3067593	-56	69560255	3	2	69560255	3264944	4605	1318689	1
3067592	-56	69560255	3	2	69560255	3264943	4605	1318689	0
3067708	-56	69560255	3	2	69560255	3265059	4605	1318701	8
3067707	-56	69560255	3	2	69560255	3265058	4605	1318701	7
3067706	-56	69560255	3	2	69560255	3265057	4605	1318701	6
3067705	-56	69560255	3	2	69560255	3265056	4605	1318701	5
3067704	-56	69560255	3	2	69560255	3265055	4605	1318701	4
3067703	-56	69560255	3	2	69560255	3265054	4605	1318701	3
3067702	-56	69560255	3	2	69560255	3265053	4605	1318701	2
3067701	-56	69560255	3	2	69560255	3265052	4605	1318701	1
3067700	-56	69560255	3	2	69560255	3265051	4605	1318701	0
3068005	-56	69560255	3	2	69560255	3265356	4605	1318734	8
3068004	-56	69560255	3	2	69560255	3265355	4605	1318734	7
3068003	-56	69560255	3	2	69560255	3265354	4605	1318734	6
3068002	-56	69560255	3	2	69560255	3265353	4605	1318734	5
3068001	-56	69560255	3	2	69560255	3265352	4605	1318734	4
3068000	-56	69560255	3	2	69560255	3265351	4605	1318734	3
3067999	-56	69560255	3	2	69560255	3265350	4605	1318734	2
3067998	-56	69560255	3	2	69560255	3265349	4605	1318734	1
