id	permissions	creation_id	group_id	owner_id	update_id	image	plateacquisition	well	well_index
3065668	-56	69535340	3	2	69535340	3263019	4601	1318475	1
3065667	-56	69535340	3	2	69535340	3263018	4601	1318475	0
3066061	-56	69535340	3	2	69535340	3263412	4601	1318518	8
3066060	-56	69535340	3	2	69535340	3263411	4601	1318518	7
3066059	-56	69535340	3	2	69535340	3263410	4601	1318518	6
3066058	-56	69535340	3	2	69535340	3263409	4601	1318518	5
3066057	-56	69535340	3	2	69535340	3263408	4601	1318518	4
3066056	-56	69535340	3	2	69535340	3263407	4601	1318518	3
3066055	-56	69535340	3	2	69535340	3263406	4601	1318518	2
3066054	-56	69535340	3	2	69535340	3263405	4601	1318518	1
3066053	-56	69535340	3	2	69535340	3263404	4601	1318518	0
3065801	-56	69535340	3	2	69535340	3263152	4601	1318489	8
3065800	-56	69535340	3	2	69535340	3263151	4601	1318489	7
3065799	-56	69535340	3	2	69535340	3263150	4601	1318489	6
3065798	-56	69535340	3	2	69535340	3263149	4601	1318489	5
3065797	-56	69535340	3	2	69535340	3263148	4601	1318489	4
3065796	-56	69535340	3	2	69535340	3263147	4601	1318489	3
3065795	-56	69535340	3	2	69535340	3263146	4601	1318489	2
3065794	-56	69535340	3	2	69535340	3263145	4601	1318489	1
3065793	-56	69535340	3	2	69535340	3263144	4601	1318489	0
3065828	-56	69535340	3	2	69535340	3263179	4601	1318492	8
3065827	-56	69535340	3	2	69535340	3263178	4601	1318492	7
3065826	-56	69535340	3	2	69535340	3263177	4601	1318492	6
3065825	-56	69535340	3	2	69535340	3263176	4601	1318492	5
3065824	-56	69535340	3	2	69535340	3263175	4601	1318492	4
3065823	-56	69535340	3	2	69535340	3263174	4601	1318492	3
3065822	-56	69535340	3	2	69535340	3263173	4601	1318492	2
3065821	-56	69535340	3	2	69535340	3263172	4601	1318492	1
3065820	-56	69535340	3	2	69535340	3263171	4601	1318492	0
3066007	-56	69535340	3	2	69535340	3263358	4601	1318512	8
3066006	-56	69535340	3	2	69535340	3263357	4601	1318512	7
3066005	-56	69535340	3	2	69535340	3263356	4601	1318512	6
3066004	-56	69535340	3	2	69535340	3263355	4601	1318512	5
3066003	-56	69535340	3	2	69535340	3263354	4601	1318512	4
3066002	-56	69535340	3	2	69535340	3263353	4601	1318512	3
3066001	-56	69535340	3	2	69535340	3263352	4601	1318512	2
3066000	-56	69535340	3	2	69535340	3263351	4601	1318512	1
3065999	-56	69535340	3	2	69535340	3263350	4601	1318512	0
3065792	-56	69535340	3	2	69535340	3263143	4601	1318488	8
3065791	-56	69535340	3	2	69535340	3263142	4601	1318488	7
3065790	-56	69535340	3	2	69535340	3263141	4601	1318488	6
3065789	-56	69535340	3	2	69535340	3263140	4601	1318488	5
3065788	-56	69535340	3	2	69535340	3263139	4601	1318488	4
3065787	-56	69535340	3	2	69535340	3263138	4601	1318488	3
3065786	-56	69535340	3	2	69535340	3263137	4601	1318488	2
3065785	-56	69535340	3	2	69535340	3263136	4601	1318488	1
3065784	-56	69535340	3	2	69535340	3263135	4601	1318488	0
3065603	-56	69535340	3	2	69535340	3262954	4601	1318467	8
3065602	-56	69535340	3	2	69535340	3262953	4601	1318467	7
3065601	-56	69535340	3	2	69535340	3262952	4601	1318467	6
3065600	-56	69535340	3	2	69535340	3262951	4601	1318467	5
3065599	-56	69535340	3	2	69535340	3262950	4601	1318467	4
3065598	-56	69535340	3	2	69535340	3262949	4601	1318467	3
3065597	-56	69535340	3	2	69535340	3262948	4601	1318467	2
3065596	-56	69535340	3	2	69535340	3262947	4601	1318467	1
3065595	-56	69535340	3	2	69535340	3262946	4601	1318467	0
3066088	-56	69535340	3	2	69535340	3263439	4601	1318521	8
3066087	-56	69535340	3	2	69535340	3263438	4601	1318521	7
3066086	-56	69535340	3	2	69535340	3263437	4601	1318521	6
3066085	-56	69535340	3	2	69535340	3263436	4601	1318521	5
3066084	-56	69535340	3	2	69535340	3263435	4601	1318521	4
3066083	-56	69535340	3	2	69535340	3263434	4601	1318521	3
3066082	-56	69535340	3	2	69535340	3263433	4601	1318521	2
3066081	-56	69535340	3	2	69535340	3263432	4601	1318521	1
3066080	-56	69535340	3	2	69535340	3263431	4601	1318521	0
3065468	-56	69535340	3	2	69535340	3262819	4601	1318452	8
3065467	-56	69535340	3	2	69535340	3262818	4601	1318452	7
3065466	-56	69535340	3	2	69535340	3262817	4601	1318452	6
3065465	-56	69535340	3	2	69535340	3262816	4601	1318452	5
3065464	-56	69535340	3	2	69535340	3262815	4601	1318452	4
3065463	-56	69535340	3	2	69535340	3262814	4601	1318452	3
3065462	-56	69535340	3	2	69535340	3262813	4601	1318452	2
3065461	-56	69535340	3	2	69535340	3262812	4601	1318452	1
3065460	-56	69535340	3	2	69535340	3262811	4601	1318452	0
3065837	-56	69535340	3	2	69535340	3263188	4601	1318493	8
3065836	-56	69535340	3	2	69535340	3263187	4601	1318493	7
3065835	-56	69535340	3	2	69535340	3263186	4601	1318493	6
3065834	-56	69535340	3	2	69535340	3263185	4601	1318493	5
3065833	-56	69535340	3	2	69535340	3263184	4601	1318493	4
3065832	-56	69535340	3	2	69535340	3263183	4601	1318493	3
3065831	-56	69535340	3	2	69535340	3263182	4601	1318493	2
3065830	-56	69535340	3	2	69535340	3263181	4601	1318493	1
3065829	-56	69535340	3	2	69535340	3263180	4601	1318493	0
3065891	-56	69535340	3	2	69535340	3263242	4601	1318499	8
3065890	-56	69535340	3	2	69535340	3263241	4601	1318499	7
3065889	-56	69535340	3	2	69535340	3263240	4601	1318499	6
3065888	-56	69535340	3	2	69535340	3263239	4601	1318499	5
3065887	-56	69535340	3	2	69535340	3263238	4601	1318499	4
3065886	-56	69535340	3	2	69535340	3263237	4601	1318499	3
3065885	-56	69535340	3	2	69535340	3263236	4601	1318499	2
3065884	-56	69535340	3	2	69535340	3263235	4601	1318499	1
3065883	-56	69535340	3	2	69535340	3263234	4601	1318499	0
3065774	-56	69535340	3	2	69535340	3263125	4601	1318486	8
3065773	-56	69535340	3	2	69535340	3263124	4601	1318486	7
3065772	-56	69535340	3	2	69535340	3263123	4601	1318486	6
3065771	-56	69535340	3	2	69535340	3263122	4601	1318486	5
3065770	-56	69535340	3	2	69535340	3263121	4601	1318486	4
3065769	-56	69535340	3	2	69535340	3263120	4601	1318486	3
3065768	-56	69535340	3	2	69535340	3263119	4601	1318486	2
3065767	-56	69535340	3	2	69535340	3263118	4601	1318486	1
3065766	-56	69535340	3	2	69535340	3263117	4601	1318486	0
3065971	-56	69535340	3	2	69535340	3263322	4601	1318508	8
3065970	-56	69535340	3	2	69535340	3263321	4601	1318508	7
3065969	-56	69535340	3	2	69535340	3263320	4601	1318508	6
3065968	-56	69535340	3	2	69535340	3263319	4601	1318508	5
3065967	-56	69535340	3	2	69535340	3263318	4601	1318508	4
3065966	-56	69535340	3	2	69535340	3263317	4601	1318508	3
3065965	-56	69535340	3	2	69535340	3263316	4601	1318508	2
3065964	-56	69535340	3	2	69535340	3263315	4601	1318508	1
3065963	-56	69535340	3	2	69535340	3263314	4601	1318508	0
3065576	-56	69535340	3	2	69535340	3262927	4601	1318464	8
3065575	-56	69535340	3	2	69535340	3262926	4601	1318464	7
3065574	-56	69535340	3	2	69535340	3262925	4601	1318464	6
3065573	-56	69535340	3	2	69535340	3262924	4601	1318464	5
3065572	-56	69535340	3	2	69535340	3262923	4601	1318464	4
3065571	-56	69535340	3	2	69535340	3262922	4601	1318464	3
3065570	-56	69535340	3	2	69535340	3262921	4601	1318464	2
3065569	-56	69535340	3	2	69535340	3262920	4601	1318464	1
3065568	-56	69535340	3	2	69535340	3262919	4601	1318464	0
3065639	-56	69535340	3	2	69535340	3262990	4601	1318471	8
3065638	-56	69535340	3	2	69535340	3262989	4601	1318471	7
3065637	-56	69535340	3	2	69535340	3262988	4601	1318471	6
3065636	-56	69535340	3	2	69535340	3262987	4601	1318471	5
3065635	-56	69535340	3	2	69535340	3262986	4601	1318471	4
3065634	-56	69535340	3	2	69535340	3262985	4601	1318471	3
3065633	-56	69535340	3	2	69535340	3262984	4601	1318471	2
3065632	-56	69535340	3	2	69535340	3262983	4601	1318471	1
3065631	-56	69535340	3	2	69535340	3262982	4601	1318471	0
3065855	-56	69535340	3	2	69535340	3263206	4601	1318495	8
3065854	-56	69535340	3	2	69535340	3263205	4601	1318495	7
3065853	-56	69535340	3	2	69535340	3263204	4601	1318495	6
3065852	-56	69535340	3	2	69535340	3263203	4601	1318495	5
3065851	-56	69535340	3	2	69535340	3263202	4601	1318495	4
3065850	-56	69535340	3	2	69535340	3263201	4601	1318495	3
3065849	-56	69535340	3	2	69535340	3263200	4601	1318495	2
3065848	-56	69535340	3	2	69535340	3263199	4601	1318495	1
3065847	-56	69535340	3	2	69535340	3263198	4601	1318495	0
3066079	-56	69535340	3	2	69535340	3263430	4601	1318520	8
3066078	-56	69535340	3	2	69535340	3263429	4601	1318520	7
3066077	-56	69535340	3	2	69535340	3263428	4601	1318520	6
3066076	-56	69535340	3	2	69535340	3263427	4601	1318520	5
3066075	-56	69535340	3	2	69535340	3263426	4601	1318520	4
3066074	-56	69535340	3	2	69535340	3263425	4601	1318520	3
3066073	-56	69535340	3	2	69535340	3263424	4601	1318520	2
3066072	-56	69535340	3	2	69535340	3263423	4601	1318520	1
3066071	-56	69535340	3	2	69535340	3263422	4601	1318520	0
3065944	-56	69535340	3	2	69535340	3263295	4601	1318505	8
3065943	-56	69535340	3	2	69535340	3263294	4601	1318505	7
3065942	-56	69535340	3	2	69535340	3263293	4601	1318505	6
3065941	-56	69535340	3	2	69535340	3263292	4601	1318505	5
3065940	-56	69535340	3	2	69535340	3263291	4601	1318505	4
3065939	-56	69535340	3	2	69535340	3263290	4601	1318505	3
3065938	-56	69535340	3	2	69535340	3263289	4601	1318505	2
3065937	-56	69535340	3	2	69535340	3263288	4601	1318505	1
3065936	-56	69535340	3	2	69535340	3263287	4601	1318505	0
3065846	-56	69535340	3	2	69535340	3263197	4601	1318494	8
3065845	-56	69535340	3	2	69535340	3263196	4601	1318494	7
3065844	-56	69535340	3	2	69535340	3263195	4601	1318494	6
3065843	-56	69535340	3	2	69535340	3263194	4601	1318494	5
3065842	-56	69535340	3	2	69535340	3263193	4601	1318494	4
3065841	-56	69535340	3	2	69535340	3263192	4601	1318494	3
3065840	-56	69535340	3	2	69535340	3263191	4601	1318494	2
3065839	-56	69535340	3	2	69535340	3263190	4601	1318494	1
3065838	-56	69535340	3	2	69535340	3263189	4601	1318494	0
3065648	-56	69535340	3	2	69535340	3262999	4601	1318472	8
3065647	-56	69535340	3	2	69535340	3262998	4601	1318472	7
3065646	-56	69535340	3	2	69535340	3262997	4601	1318472	6
3065645	-56	69535340	3	2	69535340	3262996	4601	1318472	5
3065644	-56	69535340	3	2	69535340	3262995	4601	1318472	4
3065643	-56	69535340	3	2	69535340	3262994	4601	1318472	3
3065642	-56	69535340	3	2	69535340	3262993	4601	1318472	2
3065641	-56	69535340	3	2	69535340	3262992	4601	1318472	1
3065640	-56	69535340	3	2	69535340	3262991	4601	1318472	0
3065738	-56	69535340	3	2	69535340	3263089	4601	1318482	8
3065737	-56	69535340	3	2	69535340	3263088	4601	1318482	7
3065736	-56	69535340	3	2	69535340	3263087	4601	1318482	6
